epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
180,315.886,0.67369,0.38353,0.92587,0.99672,0.88889,0.9282,0.8256,0.62592,0.35913,0.83937,0.0002279,0.0002279,0.0002279
181,317.733,0.61959,0.35947,0.89721,0.99676,0.88889,0.93026,0.8226,0.63059,0.36721,0.843,0.000218,0.000218,0.000218
182,319.576,0.59235,0.35822,0.88523,0.99682,0.88889,0.93026,0.82695,0.6138,0.37704,0.84399,0.0002081,0.0002081,0.0002081
183,321.432,0.55675,0.34443,0.8783,0.99682,0.88889,0.93252,0.8491,0.58403,0.3893,0.84206,0.0001982,0.0001982,0.0001982
184,323.288,0.60467,0.36597,0.89057,0.99684,0.88889,0.93026,0.83075,0.5658,0.3859,0.83874,0.0001883,0.0001883,0.0001883
185,325.147,0.58007,0.35052,0.88739,0.99683,0.88889,0.93252,0.83108,0.56855,0.38786,0.83928,0.0001784,0.0001784,0.0001784
186,326.988,0.58794,0.34307,0.91801,0.99678,0.88889,0.93026,0.82894,0.58485,0.39504,0.84436,0.0001685,0.0001685,0.0001685
187,328.936,0.5921,0.34765,0.91575,0.99682,0.88889,0.92632,0.84791,0.59782,0.38659,0.84547,0.0001586,0.0001586,0.0001586
188,330.905,0.58757,0.349,0.8824,0.99679,0.88889,0.93252,0.84875,0.61406,0.38356,0.84871,0.0001487,0.0001487,0.0001487
189,332.817,0.59569,0.34186,0.90061,0.99678,0.88889,0.93502,0.84516,0.61676,0.37856,0.8492,0.0001388,0.0001388,0.0001388
190,334.775,0.57507,0.35683,0.8885,0.99678,0.88889,0.9378,0.84991,0.60825,0.36562,0.84705,0.0001289,0.0001289,0.0001289
191,347.346,0.49826,0.30835,0.87053,0.99679,0.88889,0.93252,0.83907,0.608,0.3747,0.84746,0.000119,0.000119,0.000119
192,349.362,0.51163,0.31755,0.88619,0.99679,0.88889,0.93026,0.83552,0.59846,0.37705,0.84449,0.0001091,0.0001091,0.0001091
193,351.21,0.48532,0.30342,0.86216,0.99676,0.88889,0.9282,0.8385,0.58968,0.3681,0.84216,9.92e-05,9.92e-05,9.92e-05
194,352.936,0.58286,0.32598,0.89388,0.99675,0.88889,0.9202,0.84331,0.57645,0.35546,0.8377,8.93e-05,8.93e-05,8.93e-05
195,354.634,0.52659,0.31036,0.86481,0.9967,0.88889,0.91566,0.83803,0.57936,0.35279,0.83791,7.94e-05,7.94e-05,7.94e-05
196,356.413,0.5018,0.30099,0.85088,0.99669,0.88889,0.91566,0.82763,0.59681,0.36543,0.84375,6.95e-05,6.95e-05,6.95e-05
197,358.387,0.50233,0.30678,0.89366,0.99672,0.88889,0.9138,0.82279,0.6019,0.36106,0.84492,5.96e-05,5.96e-05,5.96e-05
198,360.092,0.50335,0.31136,0.86527,0.99667,0.88889,0.91001,0.80729,0.61169,0.37006,0.84707,4.97e-05,4.97e-05,4.97e-05
199,361.758,0.48937,0.29719,0.85259,0.9967,0.88889,0.91069,0.81318,0.62369,0.38177,0.85058,3.98e-05,3.98e-05,3.98e-05
200,363.454,0.53792,0.31695,0.86907,0.99667,0.88889,0.90937,0.81352,0.63143,0.38332,0.85214,2.99e-05,2.99e-05,2.99e-05
